Order ID,Date,Region,Salesperson,Category,Product,Units Sold,Unit Price,Revenue,Discount,Profit
ORD486926,5/6/2023,East,Grace,Furniture,Desk,39,919.08,35844.12,0.14,26938.47
ORD658094,12/22/2024,North,Priscilla,Furniture,Chair,14,1602.96,22441.44,0.03,16720.72
ORD467582,8/14/2024,South,Anita,Furniture,Cabinet,44,913.95,40213.8,0.26,21254.66
ORD350676,11/27/2023,West,Kwame,Groceries,Rice,27,516.84,13954.68,0.14,10174.65
ORD972395,3/18/2024,South,Daniel,Groceries,Milk,9,1451.38,13062.42,0.3,8195.27
ORD999831,5/31/2024,West,Yaw,Clothing,T-shirt,7,1916.08,13412.56,0.14,10264.39
ORD122796,7/10/2024,East,Anita,Electronics,Smartphone,34,1754.33,59647.22,0.03,51302.14
ORD697217,10/2/2025,West,Stephen,Furniture,Chair,42,1857.96,78034.32,0.17,39042.15
ORD529816,8/22/2024,South,Priscilla,Furniture,Cabinet,20,1310,26200,0.03,21547.13
ORD958998,3/19/2024,North,Grace,Clothing,T-shirt,7,449.1,3143.7,0.13,1739.42
ORD173651,2/14/2024,East,Priscilla,Electronics,Laptop,28,1873.59,52460.52,0.08,29753.9
ORD649652,9/14/2025,East,Emmanuel,Furniture,Sofa,36,1522.3,54802.8,0.14,36276.45
ORD603194,12/13/2024,North,Sarah,Furniture,Cabinet,10,1180.14,11801.4,0.26,7567.89
ORD364971,9/16/2024,East,Michael,Groceries,Milk,29,667.02,19343.58,0.18,9876.91
ORD673277,7/3/2025,West,Yaw,Stationery,Pen,3,1210.15,3630.45,0.03,2950.36
ORD428112,5/21/2023,South,Anita,Groceries,Oil,44,1844.46,81156.24,0.2,51864.11
ORD853266,2/23/2024,East,Sarah,Stationery,Pencil,27,883.88,23864.76,0.21,16414.33
ORD775585,2/1/2025,South,Priscilla,Clothing,T-shirt,14,1972.05,27608.7,0.28,16231.16
ORD517611,10/11/2024,North,Richard,Furniture,Cabinet,42,195.51,8211.42,0.12,5095.6
ORD697110,9/10/2024,South,Kwame,Electronics,Smartphone,17,1582.42,26901.14,0.25,15446.16
ORD293302,10/5/2023,North,Priscilla,Clothing,Jacket,47,1439.5,67656.5,0.16,40536.14
ORD219594,7/24/2024,West,Josephine,Furniture,Cabinet,31,1408.67,43668.77,0.27,25510.57
ORD117297,4/28/2024,North,Sarah,Clothing,Dress,22,1082.36,23811.92,0.03,17749.97
ORD603750,3/1/2023,South,Josephine,Groceries,Rice,28,1623.37,45454.36,0.14,27492.12
ORD664208,10/21/2024,South,Daniel,Stationery,Notebook,36,746.44,26871.84,0.2,16185.36
ORD445571,9/18/2025,South,Grace,Furniture,Sofa,49,639.36,31328.64,0.16,18890.62
ORD399669,7/4/2024,South,Michael,Clothing,Jacket,10,101.49,1014.9,0.19,718.86
ORD772714,11/28/2023,East,Kwame,Clothing,Jacket,22,572.24,12589.28,0.1,7651.99
ORD686031,3/6/2023,North,Anita,Furniture,Cabinet,17,1085.84,18459.28,0.06,13926.97
ORD341856,3/21/2023,South,Kwame,Electronics,Camera,9,431.4,3882.6,0.13,2028.25
ORD462524,10/1/2023,West,Josephine,Stationery,Marker,9,537.87,4840.83,0.08,3679.54
ORD359494,10/15/2024,West,Michael,Clothing,Jacket,16,1250.03,20000.48,0.03,11905.12
ORD975601,9/22/2024,East,Priscilla,Furniture,Chair,1,71.95,71.95,0.02,46.18
ORD900563,3/29/2025,East,Anita,Furniture,Chair,15,894.38,13415.7,0,10958.09
ORD988457,9/28/2024,East,Evelyn,Furniture,Cabinet,38,187.21,7113.98,0.22,4604.77
ORD375144,6/11/2025,North,Michael,Electronics,Camera,2,1979.26,3958.52,0.18,2041.8
ORD867201,11/24/2024,South,Stephen,Stationery,Pen,38,373.59,14196.42,0.12,8207.92
ORD666559,9/11/2025,West,Ama,Electronics,Camera,24,589.28,14142.72,0.15,7256.44
ORD814581,10/24/2023,North,Kofi,Furniture,Chair,42,993.08,41709.36,0.06,30097.97
ORD415192,2/28/2025,West,Anita,Furniture,Cabinet,11,1312.58,14438.38,0.1,10652.42
ORD555082,1/22/2025,South,Emmanuel,Stationery,Pen,26,105.08,2732.08,0.11,1870.45
ORD383482,6/12/2025,South,Michael,Groceries,Oil,2,606.95,1213.9,0.07,683.96
ORD402948,7/5/2024,North,Daniel,Groceries,Oil,45,454.06,20432.7,0.16,11639.4
ORD108962,11/13/2023,North,Josephine,Stationery,Notebook,30,1315.68,39470.4,0.25,23498.64
ORD330024,1/12/2024,East,Richard,Stationery,Marker,15,907.51,13612.65,0.23,7705.34
ORD261721,10/25/2023,South,Stephen,Furniture,Desk,17,340.56,5789.52,0.15,3847.38
ORD535883,5/20/2025,South,Emmanuel,Groceries,Milk,48,836.84,40168.32,0.02,26934.73
ORD988095,12/22/2023,West,Grace,Electronics,Tablet,34,667.05,22679.7,0.24,15196.12
ORD186677,4/12/2025,North,Anita,Furniture,Desk,15,1545.82,23187.3,0.08,18455.44
ORD623690,7/27/2023,North,Ama,Groceries,Bread,6,1848.86,11093.16,0.15,6686.92
ORD478161,4/17/2023,North,Evelyn,Electronics,Smartphone,29,617.99,17921.71,0.21,11208.8
ORD738883,3/6/2024,South,Grace,Groceries,Rice,46,1373.56,63183.76,0.05,46116.58
ORD382861,3/17/2024,South,Ama,Electronics,Tablet,27,1729.56,46698.12,0.03,36330.44
ORD995718,6/29/2025,West,Grace,Stationery,Marker,3,1969.96,5909.88,0.29,3406.3
ORD920024,2/1/2024,East,Kwame,Stationery,Marker,36,1813.48,65285.28,0.13,47744.54
ORD603477,6/30/2024,North,Grace,Electronics,Smartphone,48,1144.41,54931.68,0.16,39295.18
ORD506394,6/25/2023,South,Michael,Electronics,Laptop,30,1090.85,32725.5,0.25,20388.11
ORD523658,12/7/2023,South,Anita,Stationery,Marker,25,1884.35,47108.75,0.04,36964.59
ORD892399,10/6/2025,South,Kofi,Groceries,Milk,41,1658.6,68002.6,0,54218.92
ORD870307,2/28/2025,North,Ama,Groceries,Rice,20,1580.49,31609.8,0.11,22372.07
ORD913344,7/1/2025,West,Priscilla,Stationery,Notebook,9,936.13,8425.17,0.19,5202.95
ORD332410,8/4/2024,East,Grace,Electronics,Laptop,48,256.38,12306.24,0.08,8383.91
ORD282245,12/24/2025,West,Sarah,Electronics,Smartphone,48,1615.66,77551.68,0.15,41983.58
ORD367439,4/20/2024,East,Michael,Groceries,Oil,2,87.03,174.06,0.04,131.99
ORD550049,11/17/2024,East,Emmanuel,Groceries,Oil,32,245.68,7861.76,0.22,4555.73
ORD558879,6/6/2023,West,Anita,Stationery,Pencil,43,439.74,18908.82,0.29,8935.68
ORD952639,11/14/2023,North,Richard,Stationery,Pen,22,1204.63,26501.86,0.12,17346.7
ORD597158,9/14/2025,North,Stephen,Furniture,Desk,17,1424.26,24212.42,0.23,13417.89
ORD224732,11/28/2023,West,Sarah,Clothing,Jeans,31,318.07,9860.17,0.09,5459.63
ORD765895,3/25/2023,South,Stephen,Clothing,Jeans,41,1762.39,72257.99,0.06,52831.33
ORD807547,10/28/2025,East,Grace,Stationery,Pen,33,1724.41,56905.53,0.11,43330.4
ORD436476,12/20/2024,South,Daniel,Groceries,Bread,26,746.85,19418.1,0.02,17024.42
ORD529447,11/28/2024,West,Stephen,Furniture,Desk,43,961.22,41332.46,0.19,22566.52
ORD947153,5/6/2024,East,Daniel,Stationery,Marker,22,756.49,16642.78,0.01,10028.28
ORD137448,6/29/2023,South,Priscilla,Stationery,Pen,24,741.72,17801.28,0.21,8642.63
ORD348148,9/7/2024,North,Richard,Stationery,Pencil,50,1668.93,83446.5,0.1,62206.12
ORD205436,1/19/2025,South,Richard,Furniture,Cabinet,44,643.48,28313.12,0.17,18572.02
ORD564451,3/19/2024,North,Kofi,Furniture,Sofa,47,1508.89,70917.83,0.02,45604.35
ORD218621,7/18/2024,South,Yaw,Clothing,Jacket,3,926.08,2778.24,0.19,1445.79
ORD641275,2/1/2024,East,Daniel,Furniture,Cabinet,32,1139.51,36464.32,0.25,17073.5
ORD340942,6/15/2025,North,Ama,Furniture,Sofa,8,1393.26,11146.08,0.17,5783.46
ORD864876,9/14/2023,West,Grace,Electronics,Smartphone,21,43.32,909.72,0.22,549.44
ORD808422,5/7/2024,South,Emmanuel,Stationery,Marker,6,784.18,4705.08,0.26,2740.17
ORD685555,11/13/2023,East,Priscilla,Groceries,Oil,37,346.19,12809.03,0.24,8676.7
ORD743114,1/25/2023,East,Anita,Stationery,Marker,34,438.03,14893.02,0.16,9210.82
ORD517964,2/24/2025,West,Michael,Stationery,Notebook,5,632.24,3161.2,0.1,2520.04
ORD398909,8/2/2023,West,Richard,Furniture,Chair,41,977.06,40059.46,0.27,23625.91
ORD558560,1/4/2024,South,Daniel,Furniture,Cabinet,35,916.39,32073.65,0.2,18663
ORD432972,9/17/2023,East,Kofi,Stationery,Notebook,49,380.25,18632.25,0.24,10050.55
ORD327222,6/16/2025,East,Evelyn,Groceries,Rice,50,1577.4,78870,0.01,59862.93
ORD935618,6/30/2023,North,Grace,Furniture,Cabinet,35,949.99,33249.65,0.26,17852.45
ORD455134,10/15/2024,North,Ama,Clothing,Jacket,5,1948.97,9744.85,0.2,4723.31
ORD139261,5/7/2023,South,Yaw,Furniture,Cabinet,16,23.81,380.96,0.18,268.81
ORD268131,8/24/2024,South,Evelyn,Electronics,Tablet,31,507.68,15738.08,0.22,10195.62
ORD329914,4/27/2024,North,Ama,Clothing,Jeans,31,1772.09,54934.79,0.16,38963.76
ORD908375,6/8/2025,South,Richard,Groceries,Bread,50,279.56,13978,0.27,6524.4
ORD307915,12/30/2025,North,Priscilla,Electronics,Tablet,36,1484.06,53426.16,0.22,29787.46
ORD706441,2/11/2025,North,Priscilla,Electronics,Camera,13,603.81,7849.53,0.27,5006.14
ORD277708,12/10/2024,North,Josephine,Groceries,Milk,27,1968.12,53139.24,0.09,40908.61
ORD491609,4/8/2024,South,Yaw,Groceries,Milk,4,115.12,460.48,0.23,257.35
ORD671275,4/25/2024,North,Evelyn,Furniture,Chair,31,405.2,12561.2,0.21,8625.48
ORD881360,2/16/2023,North,Priscilla,Electronics,Tablet,15,1699.93,25498.95,0.16,17054.45
ORD606349,1/23/2025,South,Emmanuel,Clothing,T-shirt,43,705.83,30350.69,0.08,24430.25
ORD656815,2/26/2025,West,Josephine,Groceries,Milk,36,1173.65,42251.4,0.1,26373.6
ORD907354,7/26/2023,South,Josephine,Groceries,Oil,43,1842.33,79220.19,0.2,44812.5
ORD665849,7/30/2023,West,Grace,Electronics,Smartphone,2,1572.74,3145.48,0.26,2031.1
ORD547761,7/13/2024,East,Grace,Electronics,Laptop,13,53.9,700.7,0.28,431.98
ORD980633,4/10/2025,East,Kwame,Electronics,Laptop,32,1391.72,44535.04,0.26,27749.82
ORD805941,5/5/2025,East,Stephen,Groceries,Oil,35,1779.43,62280.05,0.01,44381.76
ORD744140,8/1/2023,East,Kwame,Electronics,Smartphone,7,1507.28,10550.96,0.02,7964.48
ORD901205,11/2/2024,West,Richard,Furniture,Sofa,36,1606.19,57822.84,0.09,40090.34
ORD465867,7/17/2023,North,Emmanuel,Groceries,Oil,25,1007.53,25188.25,0.12,16343.3
ORD916190,1/3/2023,West,Anita,Furniture,Desk,41,1402.44,57500.04,0.28,34274.85
ORD135605,1/9/2024,East,Michael,Stationery,Pen,50,1277.23,63861.5,0.12,44997.41
ORD425089,9/29/2025,North,Anita,Furniture,Chair,38,623.12,23678.56,0.3,14019.77
ORD886232,12/31/2023,West,Ama,Furniture,Cabinet,47,785.86,36935.42,0.21,19177.65
ORD876662,11/17/2024,West,Michael,Furniture,Chair,8,174.26,1394.08,0.14,880.37
ORD695182,3/15/2024,East,Emmanuel,Electronics,Tablet,15,344.6,5169,0.12,3973.1
ORD866622,10/5/2023,East,Priscilla,Furniture,Sofa,15,493.91,7408.65,0.03,4868.28
ORD722611,3/29/2023,North,Yaw,Clothing,Jacket,15,1215.58,18233.7,0.05,14238.93
ORD802573,6/14/2023,North,Richard,Stationery,Pen,8,1401.73,11213.84,0.16,6043.22
ORD409376,5/11/2024,North,Kofi,Electronics,Laptop,19,167.15,3175.85,0.08,2279.82
ORD633379,9/29/2023,South,Ama,Electronics,Smartphone,42,1159.98,48719.16,0.16,32496.43
ORD758455,6/9/2024,South,Anita,Stationery,Marker,36,21.27,765.72,0.06,529.45
ORD228815,11/8/2023,East,Ama,Clothing,Jacket,17,1816.17,30874.89,0.03,26623.19
ORD174654,4/20/2024,West,Priscilla,Electronics,Tablet,4,564.55,2258.2,0.25,1116.34
ORD939420,3/8/2024,South,Anita,Clothing,T-shirt,6,927.48,5564.88,0.13,4027.74
ORD563804,11/6/2025,South,Josephine,Groceries,Rice,47,1023.68,48112.96,0.28,26897.91
ORD696923,5/4/2025,South,Emmanuel,Stationery,Marker,42,580.3,24372.6,0.28,14761.46
ORD930574,1/13/2025,North,Emmanuel,Furniture,Chair,36,948.59,34149.24,0.08,23381.71
ORD807040,9/8/2024,West,Stephen,Clothing,T-shirt,37,39.56,1463.72,0.11,899.83
ORD419156,12/27/2023,South,Anita,Furniture,Chair,17,1408.84,23950.28,0.19,15772.01
ORD567543,11/25/2023,East,Sarah,Furniture,Sofa,30,1046.33,31389.9,0.04,24459.12
ORD396750,12/22/2024,South,Anita,Clothing,Dress,44,1472.72,64799.68,0.16,48557.2
ORD796820,1/22/2024,North,Michael,Electronics,Tablet,39,542.2,21145.8,0.01,15022.08
ORD946622,6/2/2025,South,Ama,Electronics,Tablet,16,799.31,12788.96,0.25,7404.23
ORD964338,9/5/2023,East,Kofi,Groceries,Milk,39,1462.12,57022.68,0.04,43614.1
ORD325780,10/20/2024,East,Sarah,Furniture,Sofa,43,1949.76,83839.68,0.16,47916.42
ORD627536,2/10/2025,East,Anita,Furniture,Chair,7,590.11,4130.77,0.06,2935.74
ORD225787,10/12/2023,West,Kwame,Stationery,Pencil,9,662.65,5963.85,0.09,4642.99
ORD252587,10/30/2025,North,Josephine,Electronics,Smartphone,8,1211.25,9690,0.16,6905.98
ORD257823,6/29/2024,South,Priscilla,Stationery,Pen,38,450.38,17114.44,0.04,10426.1
ORD773670,12/18/2023,East,Stephen,Furniture,Cabinet,43,948.88,40801.84,0.25,23932.04
ORD468221,5/19/2024,North,Richard,Groceries,Milk,27,552.01,14904.27,0.1,9851.13
ORD961286,6/18/2024,South,Kofi,Groceries,Milk,45,791.97,35638.65,0.22,24346.83
ORD772065,7/24/2025,South,Michael,Electronics,Smartphone,24,1502.16,36051.84,0.23,20641.66
ORD421521,5/24/2024,North,Emmanuel,Furniture,Chair,4,1906.35,7625.4,0.05,5482.63
ORD433082,11/9/2024,North,Priscilla,Clothing,Dress,47,549.24,25814.28,0.19,18280.14
ORD680048,6/3/2025,East,Stephen,Furniture,Desk,42,1814.81,76222.02,0.05,46603.3
ORD370173,12/23/2025,East,Evelyn,Furniture,Chair,48,1892.93,90860.64,0.07,56368.75
ORD171212,11/16/2024,East,Ama,Groceries,Milk,11,130.1,1431.1,0.26,642.03
ORD558159,2/20/2024,North,Yaw,Stationery,Marker,19,1009.59,19182.21,0.25,11820.78
ORD314321,12/8/2024,North,Josephine,Furniture,Cabinet,39,1055.62,41169.18,0.03,27968.15
ORD479603,1/21/2025,South,Emmanuel,Electronics,Laptop,28,1559.26,43659.28,0.18,25957.08
ORD791573,10/13/2023,West,Stephen,Clothing,Jeans,46,1192.73,54865.58,0.14,40163.33
ORD853335,4/10/2025,North,Stephen,Electronics,Laptop,5,343.83,1719.15,0.12,1241.75
ORD132340,12/10/2025,North,Stephen,Groceries,Bread,6,1137.66,6825.96,0.24,3130.12
ORD901017,10/2/2024,East,Yaw,Groceries,Bread,39,909.51,35470.89,0.04,22033.74
ORD553060,9/2/2025,South,Sarah,Furniture,Sofa,44,1120.3,49293.2,0.1,37394.38
ORD835760,5/14/2023,North,Yaw,Groceries,Bread,16,1702.84,27245.44,0.12,15986.05
ORD525823,5/25/2025,West,Kwame,Groceries,Rice,23,255.38,5873.74,0.04,4822.74
ORD617986,11/16/2025,North,Evelyn,Furniture,Cabinet,26,1213.73,31556.98,0.16,16664.17
ORD734968,1/28/2025,West,Stephen,Clothing,Jacket,50,1806.49,90324.5,0,80272.03
ORD575693,5/12/2025,North,Daniel,Groceries,Rice,1,973.82,973.82,0.09,658.69
ORD683606,11/30/2024,West,Kwame,Stationery,Pencil,9,1611.93,14507.37,0.28,8214.09
ORD171665,4/9/2025,South,Josephine,Electronics,Tablet,20,1304.12,26082.4,0.17,16986.98
ORD169962,6/25/2025,East,Evelyn,Furniture,Chair,17,1185.24,20149.08,0.06,12118.42
ORD501507,8/26/2023,West,Evelyn,Stationery,Pencil,26,837.57,21776.82,0.2,14754.59
ORD755725,4/18/2023,North,Richard,Electronics,Camera,23,580.8,13358.4,0.12,7166.66
ORD172739,7/14/2024,West,Kofi,Clothing,T-shirt,37,1375.76,50903.12,0.25,26150.57
ORD252398,4/14/2023,West,Evelyn,Furniture,Chair,8,260.71,2085.68,0.22,1274.97
ORD565103,5/13/2023,East,Kwame,Stationery,Notebook,3,1278.62,3835.86,0.11,2847.84
ORD578111,2/21/2024,West,Josephine,Electronics,Tablet,7,719.75,5038.25,0.28,2617.6
ORD292362,5/26/2023,East,Kofi,Furniture,Cabinet,47,1341.31,63041.57,0.02,52431.45
ORD949954,9/18/2023,North,Ama,Furniture,Sofa,33,1535.07,50657.31,0.04,37571.02
ORD608095,4/3/2023,East,Michael,Stationery,Marker,35,1592.11,55723.85,0.09,33120.87
ORD241805,5/24/2023,West,Kofi,Groceries,Bread,25,455.01,11375.25,0.01,7434.77
ORD230852,4/20/2025,South,Stephen,Groceries,Bread,23,1698.7,39070.1,0.08,22514.73
ORD990078,10/9/2023,South,Michael,Stationery,Marker,32,685.2,21926.4,0.1,15667
ORD352728,11/6/2024,South,Richard,Stationery,Marker,1,1679.29,1679.29,0.06,1317.37
ORD830509,7/11/2024,West,Ama,Groceries,Milk,6,1386.58,8319.48,0.02,6127.51
ORD118781,12/14/2025,North,Josephine,Clothing,T-shirt,42,728.8,30609.6,0.16,16423.59
ORD525035,10/16/2025,North,Priscilla,Furniture,Cabinet,15,1571.62,23574.3,0.17,14635.41
ORD403067,7/16/2024,East,Evelyn,Stationery,Pencil,44,823.35,36227.4,0.27,23676.94
ORD229010,8/1/2024,West,Kofi,Groceries,Oil,29,596.51,17298.79,0.09,12857.59
ORD426534,7/17/2025,East,Daniel,Clothing,Dress,49,1187.98,58211.02,0.03,46106.62
ORD652903,9/3/2023,East,Kofi,Furniture,Desk,22,1520.36,33447.92,0.2,17718.77
ORD324199,8/22/2024,South,Evelyn,Groceries,Milk,4,134.58,538.32,0.27,237.9
ORD908756,4/6/2024,West,Stephen,Clothing,Jeans,29,1933.12,56060.48,0.2,27835.81
ORD482337,12/4/2025,West,Ama,Clothing,Dress,47,914.01,42958.47,0.18,23652.91
ORD329969,9/19/2023,West,Ama,Furniture,Chair,38,877.52,33345.76,0.21,23572.99
ORD724602,2/15/2024,East,Anita,Furniture,Sofa,16,1913.8,30620.8,0.18,18791.6
ORD215073,5/27/2025,East,Evelyn,Stationery,Pen,15,1686.78,25301.7,0.28,15132.4
ORD144216,12/22/2024,South,Daniel,Clothing,Dress,21,1382.33,29028.93,0.3,12864.02
ORD286951,12/17/2025,West,Richard,Furniture,Sofa,13,187.4,2436.2,0.11,1361.92
ORD736905,6/26/2024,East,Josephine,Furniture,Sofa,12,1968.23,23618.76,0.05,19657.55
ORD438175,2/9/2024,East,Josephine,Groceries,Oil,42,537.03,22555.26,0.05,13753.44
ORD984154,8/11/2023,East,Michael,Electronics,Laptop,32,1597.45,51118.4,0.18,32665.86
ORD556831,10/18/2025,West,Grace,Electronics,Camera,46,533.25,24529.5,0.15,14863.83
ORD782024,12/31/2024,South,Yaw,Electronics,Tablet,46,930,42780,0.19,27503.41
ORD847370,1/24/2025,East,Michael,Clothing,T-shirt,2,1690.13,3380.26,0.23,1901.63
ORD298154,7/23/2024,South,Emmanuel,Furniture,Sofa,31,190.59,5908.29,0.07,4723.01
ORD442607,7/5/2024,North,Anita,Stationery,Pencil,49,884.47,43339.03,0.19,23068.27
ORD667834,6/13/2023,North,Grace,Groceries,Oil,23,679.84,15636.32,0.19,10241.24
ORD363046,9/1/2024,South,Kofi,Electronics,Camera,4,1611.26,6445.04,0.02,4681.48
ORD831706,8/23/2023,South,Grace,Electronics,Laptop,6,1960.98,11765.88,0.26,5300.02
ORD487744,6/8/2025,South,Grace,Electronics,Camera,43,70.96,3051.28,0.29,1718.06
ORD365481,10/3/2025,West,Priscilla,Clothing,Dress,28,1985.73,55600.44,0.19,35864.39
ORD856909,4/21/2024,South,Grace,Groceries,Milk,31,1945.6,60313.6,0.12,43925.68
ORD145931,2/26/2023,West,Kofi,Electronics,Tablet,32,1663.35,53227.2,0.01,47217.3
ORD967640,9/17/2023,North,Emmanuel,Clothing,Jeans,17,452.11,7685.87,0.02,6274
ORD720171,6/30/2024,East,Emmanuel,Electronics,Camera,49,1013.8,49676.2,0.2,33479.71
ORD520837,4/28/2023,North,Yaw,Electronics,Laptop,17,1017.47,17296.99,0.23,9134.18
ORD172856,6/24/2024,East,Emmanuel,Furniture,Chair,39,283.56,11058.84,0.1,8641.48
ORD859218,8/14/2024,North,Michael,Groceries,Oil,49,508.42,24912.58,0.11,14732.99
ORD489707,12/18/2025,North,Yaw,Stationery,Pencil,2,1748.18,3496.36,0.2,1713.08
ORD917149,10/24/2023,South,Evelyn,Groceries,Milk,17,1347.15,22901.55,0,14004.16
ORD946676,3/3/2025,South,Josephine,Furniture,Sofa,23,1312.33,30183.59,0.02,21447.93
ORD553980,8/17/2024,East,Josephine,Stationery,Marker,5,452.19,2260.95,0.1,1361.4
ORD325082,9/7/2025,South,Priscilla,Furniture,Chair,25,1374.28,34357,0.17,18511.34
ORD783841,4/21/2024,West,Ama,Clothing,Jacket,34,1316.94,44775.96,0.08,25442.42
ORD613716,2/14/2025,East,Ama,Electronics,Tablet,24,409.02,9816.48,0.09,7482.52
ORD284144,12/22/2025,East,Richard,Electronics,Laptop,32,1852.92,59293.44,0.14,30812.87
ORD706211,6/9/2024,West,Anita,Stationery,Notebook,10,428.28,4282.8,0.26,2273.29
ORD745291,10/18/2025,North,Josephine,Stationery,Notebook,24,234.34,5624.16,0.1,4274.62
ORD138240,8/28/2024,West,Kofi,Electronics,Smartphone,21,1398.11,29360.31,0.02,22961.91
ORD563003,12/29/2025,North,Kwame,Groceries,Milk,21,1653.76,34728.96,0.23,16452.48
ORD694001,3/9/2025,North,Josephine,Furniture,Sofa,27,1186.42,32033.34,0.04,19164.43
ORD387718,5/29/2023,South,Sarah,Groceries,Rice,38,9.7,368.6,0.17,201.36
ORD122509,11/23/2023,East,Kwame,Electronics,Tablet,42,30.66,1287.72,0.22,862.68
ORD509024,5/17/2023,North,Anita,Groceries,Rice,4,363.01,1452.04,0.12,987.44
ORD732029,9/11/2024,West,Josephine,Groceries,Oil,24,1403.82,33691.68,0.14,19651.02
ORD767340,7/28/2023,South,Stephen,Groceries,Rice,1,1381.25,1381.25,0.24,871.13
ORD968595,8/11/2025,South,Stephen,Electronics,Laptop,21,1853.61,38925.81,0.12,30177.1
ORD537161,6/5/2023,West,Priscilla,Furniture,Sofa,38,615.7,23396.6,0.06,14784.7
ORD928753,11/5/2023,West,Daniel,Clothing,Jeans,30,1114.28,33428.4,0.23,22753.16
ORD210881,11/24/2025,West,Josephine,Electronics,Smartphone,6,280.71,1684.26,0.12,1021.94
ORD521998,6/27/2023,South,Yaw,Furniture,Sofa,29,1973.77,57239.33,0.17,33911.68
ORD566544,11/18/2024,East,Richard,Stationery,Marker,43,1931.95,83073.85,0.04,70035.68
ORD328256,2/25/2024,East,Richard,Clothing,T-shirt,2,1787.5,3575,0.01,2151.67
ORD911545,6/15/2023,East,Evelyn,Stationery,Notebook,8,1475.44,11803.52,0.12,6839.19
ORD940905,9/6/2023,West,Grace,Electronics,Tablet,13,1479.98,19239.74,0.1,11250.85
ORD471023,3/15/2023,East,Josephine,Electronics,Tablet,34,1780.29,60529.86,0.17,44200.3
ORD785414,7/16/2023,East,Grace,Clothing,Jeans,1,1491.9,1491.9,0.28,907.32
ORD645083,5/16/2023,South,Anita,Clothing,Jacket,25,1491.35,37283.75,0.11,29220.95
ORD651449,2/7/2024,South,Yaw,Furniture,Sofa,26,1273.17,33102.42,0.23,16810.08
ORD722262,8/12/2025,North,Richard,Furniture,Desk,1,200.65,200.65,0.03,153.56
ORD888522,8/10/2023,North,Priscilla,Clothing,T-shirt,6,1127.51,6765.06,0.01,4084.24
ORD976660,12/3/2025,North,Josephine,Electronics,Laptop,39,1621.99,63257.61,0.06,36559.4
ORD823334,5/19/2025,West,Yaw,Furniture,Sofa,12,152.1,1825.2,0.22,1104.66
ORD561666,12/6/2023,North,Ama,Clothing,Dress,8,795.11,6360.88,0.19,3169.15
ORD416647,4/15/2023,West,Richard,Electronics,Laptop,7,259.91,1819.37,0.09,1060.11
ORD190358,5/8/2023,South,Daniel,Groceries,Oil,40,31.42,1256.8,0.24,618.95
ORD365519,2/23/2024,East,Kwame,Electronics,Tablet,4,1059.23,4236.92,0.15,2827.28
ORD659328,10/8/2025,East,Kwame,Furniture,Cabinet,42,265.91,11168.22,0.2,5945.51
ORD243783,3/3/2025,South,Grace,Electronics,Camera,32,214.04,6849.28,0.23,3897.27
ORD682141,9/4/2025,North,Grace,Clothing,Jacket,16,1956.18,31298.88,0.12,21548.04
ORD675896,3/26/2023,East,Josephine,Clothing,Dress,46,423.25,19469.5,0.2,10398.67
ORD254102,10/6/2024,East,Kwame,Groceries,Milk,20,1339,26780,0.12,20458.03
ORD307594,2/2/2023,East,Grace,Stationery,Marker,42,362.12,15209.04,0.11,11978.52
ORD865364,6/29/2025,East,Ama,Electronics,Tablet,16,1949,31184,0.26,15198.72
ORD837321,11/22/2025,North,Daniel,Groceries,Rice,12,1475.56,17706.72,0.16,11124.68
ORD521016,5/4/2025,East,Michael,Clothing,Jacket,46,989.47,45515.62,0.3,22969.11
ORD758993,9/24/2024,East,Richard,Stationery,Notebook,31,1634.38,50665.78,0.01,30245.73
ORD629459,11/20/2023,North,Sarah,Electronics,Tablet,10,1528.75,15287.5,0.22,7952.82
ORD778618,5/18/2023,South,Priscilla,Groceries,Bread,5,264.17,1320.85,0.04,1022.87
ORD321633,7/12/2025,North,Sarah,Clothing,Dress,37,207.94,7693.78,0.1,4655.73
ORD603514,3/12/2024,South,Priscilla,Electronics,Tablet,44,1976.99,86987.56,0.02,55267.2
ORD853998,4/21/2023,West,Evelyn,Furniture,Chair,42,1601.07,67244.94,0.15,49648.17
ORD449760,3/25/2024,West,Richard,Stationery,Marker,8,520.44,4163.52,0.16,2730.79
ORD410838,6/12/2024,East,Kwame,Clothing,T-shirt,50,1720.11,86005.5,0.01,76136.46
ORD263768,5/21/2023,West,Kofi,Groceries,Rice,11,823.1,9054.1,0.05,6127.13
ORD980776,8/4/2024,South,Daniel,Groceries,Oil,37,1986.69,73507.53,0.13,56148.8
ORD338224,10/17/2023,West,Daniel,Groceries,Bread,8,1856.45,14851.6,0.27,7793.92
ORD672827,4/19/2025,West,Michael,Electronics,Tablet,20,1304.2,26084,0.28,15842.1
ORD413333,5/27/2023,North,Stephen,Stationery,Marker,18,849.23,15286.14,0.13,9454.25
ORD654177,1/21/2025,South,Priscilla,Stationery,Pen,25,274.16,6854,0.12,3993.73
ORD758567,12/11/2025,East,Priscilla,Groceries,Milk,12,660.13,7921.56,0.09,6136.38
ORD160527,8/23/2023,West,Evelyn,Clothing,Dress,46,1556.76,71610.96,0.19,51629.59
ORD757594,2/14/2024,North,Daniel,Electronics,Camera,8,1586.49,12691.92,0.29,6730.21
